original_path,transformed_path,label,transform,parameter
data/raw/CIFAKE/test/FAKE/577 (2).jpg,data/robustness/noise_0.05/11065.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/577 (2).jpg,data/robustness/colour_jitter/11065.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/577 (2).jpg,data/robustness/crop_80/11065.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/clean/11066.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/jpeg_70/11066.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/jpeg_30/11066.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/blur_1.0/11066.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/resize_0.5/11066.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/noise_0.05/11066.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/colour_jitter/11066.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/857 (7).jpg,data/robustness/crop_80/11066.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/clean/11067.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/jpeg_70/11067.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/jpeg_30/11067.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/blur_1.0/11067.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/resize_0.5/11067.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/noise_0.05/11067.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/colour_jitter/11067.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/170 (3).jpg,data/robustness/crop_80/11067.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/clean/11068.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/jpeg_70/11068.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/jpeg_30/11068.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/blur_1.0/11068.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/resize_0.5/11068.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/noise_0.05/11068.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/colour_jitter/11068.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/60 (6).jpg,data/robustness/crop_80/11068.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/clean/11069.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/jpeg_70/11069.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/jpeg_30/11069.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/blur_1.0/11069.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/resize_0.5/11069.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/noise_0.05/11069.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/colour_jitter/11069.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/779 (2).jpg,data/robustness/crop_80/11069.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/clean/11070.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/jpeg_70/11070.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/jpeg_30/11070.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/blur_1.0/11070.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/resize_0.5/11070.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/noise_0.05/11070.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/colour_jitter/11070.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/422 (5).jpg,data/robustness/crop_80/11070.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/clean/11071.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/jpeg_70/11071.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/jpeg_30/11071.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/blur_1.0/11071.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/resize_0.5/11071.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/noise_0.05/11071.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/colour_jitter/11071.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/601 (2).jpg,data/robustness/crop_80/11071.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/clean/11072.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/jpeg_70/11072.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/jpeg_30/11072.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/blur_1.0/11072.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/resize_0.5/11072.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/noise_0.05/11072.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/colour_jitter/11072.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/391 (8).jpg,data/robustness/crop_80/11072.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/clean/11073.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/jpeg_70/11073.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/jpeg_30/11073.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/blur_1.0/11073.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/resize_0.5/11073.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/noise_0.05/11073.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/colour_jitter/11073.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/796 (9).jpg,data/robustness/crop_80/11073.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/clean/11074.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/jpeg_70/11074.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/jpeg_30/11074.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/blur_1.0/11074.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/resize_0.5/11074.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/noise_0.05/11074.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/colour_jitter/11074.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/206 (3).jpg,data/robustness/crop_80/11074.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/clean/11075.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/jpeg_70/11075.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/jpeg_30/11075.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/blur_1.0/11075.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/resize_0.5/11075.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/noise_0.05/11075.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/colour_jitter/11075.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/432 (5).jpg,data/robustness/crop_80/11075.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/clean/11076.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/jpeg_70/11076.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/jpeg_30/11076.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/blur_1.0/11076.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/resize_0.5/11076.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/noise_0.05/11076.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/colour_jitter/11076.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/769 (2).jpg,data/robustness/crop_80/11076.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/clean/11077.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/jpeg_70/11077.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/jpeg_30/11077.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/blur_1.0/11077.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/resize_0.5/11077.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/noise_0.05/11077.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/colour_jitter/11077.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/786 (9).jpg,data/robustness/crop_80/11077.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/clean/11078.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/jpeg_70/11078.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/jpeg_30/11078.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/blur_1.0/11078.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/resize_0.5/11078.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/noise_0.05/11078.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/colour_jitter/11078.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/216 (3).jpg,data/robustness/crop_80/11078.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/clean/11079.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/jpeg_70/11079.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/jpeg_30/11079.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/blur_1.0/11079.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/resize_0.5/11079.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/noise_0.05/11079.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/colour_jitter/11079.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/611 (2).jpg,data/robustness/crop_80/11079.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/clean/11080.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/jpeg_70/11080.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/jpeg_30/11080.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/blur_1.0/11080.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/resize_0.5/11080.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/noise_0.05/11080.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/colour_jitter/11080.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/381 (8).jpg,data/robustness/crop_80/11080.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/clean/11081.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/jpeg_70/11081.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/jpeg_30/11081.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/blur_1.0/11081.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/resize_0.5/11081.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/noise_0.05/11081.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/colour_jitter/11081.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/670 (4).jpg,data/robustness/crop_80/11081.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/clean/11082.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/jpeg_70/11082.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/jpeg_30/11082.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/blur_1.0/11082.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/resize_0.5/11082.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/noise_0.05/11082.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/colour_jitter/11082.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/602 (10).jpg,data/robustness/crop_80/11082.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/clean/11083.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/jpeg_70/11083.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/jpeg_30/11083.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/blur_1.0/11083.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/resize_0.5/11083.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/noise_0.05/11083.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/colour_jitter/11083.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/922 (9).jpg,data/robustness/crop_80/11083.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/clean/11084.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/jpeg_70/11084.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/jpeg_30/11084.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/blur_1.0/11084.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/resize_0.5/11084.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/noise_0.05/11084.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/colour_jitter/11084.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/192 (6).jpg,data/robustness/crop_80/11084.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/clean/11085.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/jpeg_70/11085.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/jpeg_30/11085.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/blur_1.0/11085.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/resize_0.5/11085.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/noise_0.05/11085.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/colour_jitter/11085.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/82 (3).jpg,data/robustness/crop_80/11085.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/clean/11086.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/jpeg_70/11086.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/jpeg_30/11086.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/blur_1.0/11086.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/resize_0.5/11086.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/noise_0.05/11086.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/colour_jitter/11086.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/595 (7).jpg,data/robustness/crop_80/11086.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/clean/11087.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/jpeg_70/11087.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/jpeg_30/11087.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/blur_1.0/11087.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/resize_0.5/11087.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/noise_0.05/11087.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/colour_jitter/11087.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/277 (5).jpg,data/robustness/crop_80/11087.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/clean/11088.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/jpeg_70/11088.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/jpeg_30/11088.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/blur_1.0/11088.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/resize_0.5/11088.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/noise_0.05/11088.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/colour_jitter/11088.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/464 (10).jpg,data/robustness/crop_80/11088.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/clean/11089.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/jpeg_70/11089.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/jpeg_30/11089.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/blur_1.0/11089.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/resize_0.5/11089.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/noise_0.05/11089.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/colour_jitter/11089.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/708 (4).jpg,data/robustness/crop_80/11089.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/clean/11090.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/jpeg_70/11090.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/jpeg_30/11090.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/blur_1.0/11090.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/resize_0.5/11090.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/noise_0.05/11090.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/colour_jitter/11090.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/453 (3).jpg,data/robustness/crop_80/11090.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/clean/11091.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/jpeg_70/11091.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/jpeg_30/11091.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/blur_1.0/11091.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/resize_0.5/11091.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/noise_0.05/11091.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/colour_jitter/11091.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/973 (6).jpg,data/robustness/crop_80/11091.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/clean/11092.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/jpeg_70/11092.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/jpeg_30/11092.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/blur_1.0/11092.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/resize_0.5/11092.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/noise_0.05/11092.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/colour_jitter/11092.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/585 (7).jpg,data/robustness/crop_80/11092.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/clean/11093.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/jpeg_70/11093.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/jpeg_30/11093.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/blur_1.0/11093.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/resize_0.5/11093.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/noise_0.05/11093.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/colour_jitter/11093.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/267 (5).jpg,data/robustness/crop_80/11093.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/clean/11094.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/jpeg_70/11094.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/jpeg_30/11094.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/blur_1.0/11094.jpg,1,blur_1.0,1.0
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/resize_0.5/11094.jpg,1,resize_0.5,0.5
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/noise_0.05/11094.jpg,1,noise_0.05,0.05
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/colour_jitter/11094.jpg,1,colour_jitter,20%
data/raw/CIFAKE/test/FAKE/465 (10).jpg,data/robustness/crop_80/11094.jpg,1,crop_80,80%
data/raw/CIFAKE/test/FAKE/603 (10).jpg,data/robustness/clean/11095.jpg,1,clean,none
data/raw/CIFAKE/test/FAKE/603 (10).jpg,data/robustness/jpeg_70/11095.jpg,1,jpeg_70,70
data/raw/CIFAKE/test/FAKE/603 (10).jpg,data/robustness/jpeg_30/11095.jpg,1,jpeg_30,30
data/raw/CIFAKE/test/FAKE/603 (10).jpg,data/robustness/blur_1.0/11095.jpg,1,blur_1.0,1.0
